,location,date,ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE
14609,ВРШАЦ,2018-03-26,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
14610,ВРШАЦ,2018-03-27,0,1,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0
14611,ВРШАЦ,2018-03-28,0,4,0,0,3,0,1,0,0,0,224,0,1,0,0,0,0,0,0,10,6,0,0,0,28,0
14612,ВРШАЦ,2018-03-29,0,3,0,0,10,0,26,0,0,1,112,0,0,0,0,0,0,6,1,21,0,0,0,0,9,0
14613,ВРШАЦ,2018-03-30,0,10,0,0,25,0,32,0,0,1,27,0,0,0,0,0,0,0,4,0,1,0,0,0,7,0
14614,ВРШАЦ,2018-03-31,20,4,0,0,3,0,13,0,0,0,11,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0
14615,ВРШАЦ,2018-04-01,0,0,0,0,10,0,25,0,0,0,215,0,35,0,0,0,0,0,0,3,5,0,20,0,3,0
14616,ВРШАЦ,2018-04-02,5,2,0,0,588,0,75,0,0,0,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
14617,ВРШАЦ,2018-04-03,8,1,0,0,503,0,124,0,0,0,14,0,32,0,0,0,0,0,0,4,0,0,8,0,0,0
14618,ВРШАЦ,2018-04-04,5,0,0,0,83,0,137,0,0,0,10,0,20,0,0,0,0,0,0,3,0,0,4,0,2,0
14619,ВРШАЦ,2018-04-05,8,0,0,0,200,0,45,0,0,0,2,0,31,0,0,0,0,0,0,3,0,0,7,0,0,0
14620,ВРШАЦ,2018-04-06,6,1,0,0,158,0,68,0,1,0,17,0,14,0,0,0,0,0,0,8,1,0,30,0,5,0
14621,ВРШАЦ,2018-04-07,51,1,0,0,34,0,40,0,0,0,84,0,14,0,0,0,0,0,0,7,5,0,155,0,3,0
14622,ВРШАЦ,2018-04-08,115,2,0,0,22,0,19,0,0,0,30,0,24,0,0,0,0,0,0,4,2,0,64,0,1,0
14623,ВРШАЦ,2018-04-09,7,0,0,0,268,0,19,0,0,1,25,0,19,0,0,0,0,0,0,5,5,0,8,0,67,0
14624,ВРШАЦ,2018-04-10,0,0,0,0,483,0,85,0,0,2,198,0,20,0,0,0,0,0,6,19,7,0,14,0,110,0
14625,ВРШАЦ,2018-04-11,0,2,0,0,216,0,122,0,0,1,68,1,28,1,0,0,0,18,2,181,7,0,4,0,12,0
14626,ВРШАЦ,2018-04-12,0,3,0,0,269,0,122,0,0,1,13,4,5,0,0,0,0,36,0,54,0,0,1,0,0,0
14627,ВРШАЦ,2018-04-13,75,1,0,0,117,0,72,0,0,0,8,49,78,75,23,1,0,23,8,5,23,0,68,0,0,0
14628,ВРШАЦ,2018-04-14,51,0,0,0,152,0,327,0,0,0,17,92,162,65,15,2,0,45,0,0,27,0,112,0,0,0
14629,ВРШАЦ,2018-04-15,0,0,0,0,25,0,91,0,0,0,1,15,17,6,0,0,0,3,0,1,0,0,5,0,0,0
14630,ВРШАЦ,2018-04-16,0,0,0,0,30,0,23,0,0,0,4,54,28,8,9,0,0,14,0,0,19,0,10,0,1,0
14631,ВРШАЦ,2018-04-17,0,0,0,0,15,0,17,0,0,0,1,41,54,23,72,0,0,0,8,2,41,0,22,0,0,1
14632,ВРШАЦ,2018-04-18,0,0,0,0,11,0,2,0,0,0,1,3,12,12,25,0,0,4,2,1,10,0,1,0,0,10
14633,ВРШАЦ,2018-04-19,0,1,0,0,22,0,7,0,0,0,5,2,32,0,66,0,0,20,4,5,59,0,14,2,0,6
14634,ВРШАЦ,2018-04-20,8,3,0,0,137,0,32,0,0,0,8,40,116,47,39,2,0,28,4,5,101,0,25,0,0,1
14635,ВРШАЦ,2018-04-21,4,1,0,0,34,0,20,0,0,0,5,29,32,61,77,2,0,34,5,5,57,0,16,1,0,0
14636,ВРШАЦ,2018-04-22,12,1,0,0,14,0,8,0,0,0,1,1,5,34,93,0,0,27,1,8,0,0,16,0,0,6
14637,ВРШАЦ,2018-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14638,ВРШАЦ,2018-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14639,ВРШАЦ,2018-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14640,ВРШАЦ,2018-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14641,ВРШАЦ,2018-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14642,ВРШАЦ,2018-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14643,ВРШАЦ,2018-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14644,ВРШАЦ,2018-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14645,ВРШАЦ,2018-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14646,ВРШАЦ,2018-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14647,ВРШАЦ,2018-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14648,ВРШАЦ,2018-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14649,ВРШАЦ,2018-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14650,ВРШАЦ,2018-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14651,ВРШАЦ,2018-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14652,ВРШАЦ,2018-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14653,ВРШАЦ,2018-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14654,ВРШАЦ,2018-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14655,ВРШАЦ,2018-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14656,ВРШАЦ,2018-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14657,ВРШАЦ,2018-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14658,ВРШАЦ,2018-05-14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0,0,1
14659,ВРШАЦ,2018-05-15,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,4,0,0,9,0,0,0,10,2,0,32
14660,ВРШАЦ,2018-05-16,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,4,1,0,8,0,0,0,3,1,0,5
14661,ВРШАЦ,2018-05-17,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,6,0,0,27,0,0,4,4,0,0,12
14662,ВРШАЦ,2018-05-18,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,3,1,0,35,0,0,0,2,0,0,16
14663,ВРШАЦ,2018-05-19,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,8,0,0,22,0,0,0,1,0,0,9
14664,ВРШАЦ,2018-05-20,0,0,0,0,6,1,0,0,0,0,2,1,4,0,0,3,3,0,38,0,0,5,1,0,0,38
14665,ВРШАЦ,2018-05-21,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,31,0,0,0,0,0,0,6
14666,ВРШАЦ,2018-05-22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,29,0,0,1,0,0,0,3
14667,ВРШАЦ,2018-05-23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,82,0,0,1,1,1,0,23
14668,ВРШАЦ,2018-05-24,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,1,2,0,21
14669,ВРШАЦ,2018-05-25,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,14,0,0,0,0,0,0,28
14670,ВРШАЦ,2018-05-26,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,71,0,0,0,0,5,0,46
14671,ВРШАЦ,2018-05-27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,25
14672,ВРШАЦ,2018-05-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,10,0,0,0,0,1,0,7
14673,ВРШАЦ,2018-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,41,0,0,1,0,4,0,32
14674,ВРШАЦ,2018-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,31,0,0,1,1,6,0,28
14675,ВРШАЦ,2018-05-31,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,26,0,0,1,0,4,0,41
14676,ВРШАЦ,2018-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,45
14677,ВРШАЦ,2018-06-02,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,34,0,0,0,0,8,0,75
14678,ВРШАЦ,2018-06-03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,3,0,25
14679,ВРШАЦ,2018-06-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,1,0,38
14680,ВРШАЦ,2018-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0,0,0,0,3,0,126
14681,ВРШАЦ,2018-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,0,0,0,0,6,0,65
14682,ВРШАЦ,2018-06-07,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,95,0,0,5,0,30,0,93
14683,ВРШАЦ,2018-06-08,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,0,0,3,0,17,0,78
14684,ВРШАЦ,2018-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,70,0,0,1,0,12,0,47
14685,ВРШАЦ,2018-06-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,135,0,0,1,0,9,0,128
14686,ВРШАЦ,2018-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,34
14687,ВРШАЦ,2018-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,24,0,30
14688,ВРШАЦ,2018-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,15,0,23
14689,ВРШАЦ,2018-06-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,1,0,12
14690,ВРШАЦ,2018-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
14691,ВРШАЦ,2018-06-16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,8
14692,ВРШАЦ,2018-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,27
14693,ВРШАЦ,2018-06-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,3,0,71
14694,ВРШАЦ,2018-06-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,24
14695,ВРШАЦ,2018-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,44
14696,ВРШАЦ,2018-06-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,3,0,44
14697,ВРШАЦ,2018-06-22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,10,0,0,0,0,1,0,27
14698,ВРШАЦ,2018-06-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,27
14699,ВРШАЦ,2018-06-24,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,20,0,0,0,0,0,0,45
14700,ВРШАЦ,2018-06-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,1,0,12
14701,ВРШАЦ,2018-06-26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,43,0,0,0,0,0,0,14
14702,ВРШАЦ,2018-06-27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,18,0,0,4,0,0,0,25
14703,ВРШАЦ,2018-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,1,0,0,0,41
14704,ВРШАЦ,2018-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,50
14705,ВРШАЦ,2018-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,21,0,0,1,0,0,0,83
14706,ВРШАЦ,2018-07-01,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50,0,0,4,0,0,0,65
14707,ВРШАЦ,2018-07-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,19,0,0,0,0,0,0,51
14708,ВРШАЦ,2018-07-03,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,18,0,0,0,0,0,0,83
14709,ВРШАЦ,2018-07-04,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,30,0,3,1,0,0,0,117
14710,ВРШАЦ,2018-07-05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,18,0,1,3,0,1,0,98
14711,ВРШАЦ,2018-07-06,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,131
14712,ВРШАЦ,2018-07-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,35
14713,ВРШАЦ,2018-07-08,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,129
14714,ВРШАЦ,2018-07-09,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
14715,ВРШАЦ,2018-07-10,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,76
14716,ВРШАЦ,2018-07-11,0,0,3,3,0,5,0,0,1,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,119
14717,ВРШАЦ,2018-07-12,0,0,1,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,75
14718,ВРШАЦ,2018-07-13,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,0,0,0,0,1,0,128
14719,ВРШАЦ,2018-07-14,0,0,22,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,2,0,103
14720,ВРШАЦ,2018-07-15,0,0,0,5,0,6,0,0,6,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,220
14721,ВРШАЦ,2018-07-16,0,0,8,12,0,3,0,0,1,0,0,0,0,0,0,1,6,0,8,0,0,0,0,0,0,194
14722,ВРШАЦ,2018-07-17,0,0,5,5,0,4,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,90
14723,ВРШАЦ,2018-07-18,0,0,11,11,0,5,0,0,1,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,170
14724,ВРШАЦ,2018-07-19,0,0,5,4,0,4,0,0,3,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,175
14725,ВРШАЦ,2018-07-20,0,0,8,17,0,8,0,0,8,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,179
14726,ВРШАЦ,2018-07-21,0,0,2,6,0,5,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,160
14727,ВРШАЦ,2018-07-22,0,0,6,11,0,0,0,0,2,0,0,0,0,0,0,2,5,0,16,0,0,0,0,0,0,236
14728,ВРШАЦ,2018-07-23,0,0,10,9,0,0,0,0,30,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,10
14729,ВРШАЦ,2018-07-24,0,0,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,55
14730,ВРШАЦ,2018-07-25,0,0,30,28,0,4,0,0,5,0,0,0,0,0,0,0,20,0,15,0,0,0,0,0,0,63
14731,ВРШАЦ,2018-07-26,0,0,20,10,0,6,0,0,6,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,75
14732,ВРШАЦ,2018-07-27,0,0,10,5,0,2,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,30
14733,ВРШАЦ,2018-07-28,0,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,50
14734,ВРШАЦ,2018-07-29,0,0,25,2,0,5,0,0,1,0,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,175
14735,ВРШАЦ,2018-07-30,0,0,25,13,0,3,0,0,2,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,98
14736,ВРШАЦ,2018-07-31,0,0,13,17,0,1,0,0,1,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,40
14737,ВРШАЦ,2018-08-01,0,0,9,20,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,38
14738,ВРШАЦ,2018-08-02,0,0,66,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,60
14739,ВРШАЦ,2018-08-03,0,0,58,77,0,6,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,81
14740,ВРШАЦ,2018-08-04,0,0,56,20,0,2,0,0,10,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,173
14741,ВРШАЦ,2018-08-05,0,0,15,33,0,10,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,182
14742,ВРШАЦ,2018-08-06,0,0,54,17,0,32,0,0,4,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,48
14743,ВРШАЦ,2018-08-07,0,0,72,16,0,17,0,0,7,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,75
14744,ВРШАЦ,2018-08-08,0,0,56,21,0,8,0,0,7,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,88
14745,ВРШАЦ,2018-08-09,0,0,84,19,0,12,0,0,7,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,97
14746,ВРШАЦ,2018-08-10,0,0,60,18,0,48,0,0,10,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,27
14747,ВРШАЦ,2018-08-11,0,0,54,18,0,47,0,0,10,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,24
14748,ВРШАЦ,2018-08-12,0,0,51,8,0,10,0,0,10,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,75
14749,ВРШАЦ,2018-08-13,0,0,118,20,0,52,0,0,6,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,99
14750,ВРШАЦ,2018-08-14,0,0,207,30,0,85,0,0,20,0,0,0,0,0,0,0,35,0,37,0,0,0,0,0,0,40
14751,ВРШАЦ,2018-08-15,0,0,162,3,0,24,0,0,5,0,0,0,0,0,0,0,14,0,27,0,0,0,0,0,0,45
14752,ВРШАЦ,2018-08-16,0,0,294,10,0,19,0,0,7,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,45
14753,ВРШАЦ,2018-08-17,0,0,86,2,0,20,0,0,5,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,36
14754,ВРШАЦ,2018-08-18,0,0,131,2,0,37,0,0,10,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,104
14755,ВРШАЦ,2018-08-19,0,0,203,5,0,34,0,0,11,0,0,0,0,0,0,0,13,0,32,0,0,0,0,0,0,61
14756,ВРШАЦ,2018-08-20,0,0,296,0,0,37,0,0,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,100
14757,ВРШАЦ,2018-08-21,0,0,227,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,68
14758,ВРШАЦ,2018-08-22,0,0,131,2,0,20,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62
14759,ВРШАЦ,2018-08-23,0,0,185,0,0,62,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32
14760,ВРШАЦ,2018-08-24,0,0,156,7,0,93,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,93
14761,ВРШАЦ,2018-08-25,0,0,278,1,0,32,0,0,16,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,61
14762,ВРШАЦ,2018-08-26,0,0,536,1,0,16,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,75
14763,ВРШАЦ,2018-08-27,0,0,472,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,19
14764,ВРШАЦ,2018-08-28,0,0,472,1,0,8,0,0,25,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,103
14765,ВРШАЦ,2018-08-29,0,0,547,0,0,12,0,0,23,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,88
14766,ВРШАЦ,2018-08-30,0,0,369,8,0,12,0,0,21,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,59
14767,ВРШАЦ,2018-08-31,0,0,446,2,0,9,0,0,8,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,33
14768,ВРШАЦ,2018-09-01,0,0,371,5,0,10,0,0,14,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,27
14769,ВРШАЦ,2018-09-02,0,0,406,10,0,12,0,0,29,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,13
14770,ВРШАЦ,2018-09-03,0,0,203,6,0,6,0,0,11,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
14771,ВРШАЦ,2018-09-04,0,0,261,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,7
14772,ВРШАЦ,2018-09-05,0,0,292,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23
14773,ВРШАЦ,2018-09-06,0,0,275,3,0,2,0,0,5,0,5,0,0,0,0,0,2,0,10,0,0,0,0,0,0,23
14774,ВРШАЦ,2018-09-07,0,0,502,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,26
14775,ВРШАЦ,2018-09-08,0,0,420,1,0,27,0,0,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4
14776,ВРШАЦ,2018-09-09,0,0,464,3,0,14,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,26
14777,ВРШАЦ,2018-09-10,0,0,325,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,36
14778,ВРШАЦ,2018-09-11,0,0,93,6,0,6,0,0,8,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,12
14779,ВРШАЦ,2018-09-12,0,0,125,5,0,8,0,0,8,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,4
14780,ВРШАЦ,2018-09-13,0,0,128,16,0,1,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5
14781,ВРШАЦ,2018-09-14,0,0,131,9,0,1,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5
14782,ВРШАЦ,2018-09-15,0,0,237,12,0,13,0,0,10,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,10
14783,ВРШАЦ,2018-09-16,0,0,143,12,0,6,0,0,3,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,5
14784,ВРШАЦ,2018-09-17,0,0,55,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
14785,ВРШАЦ,2018-09-18,0,0,54,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
14786,ВРШАЦ,2018-09-19,0,0,48,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
14787,ВРШАЦ,2018-09-20,0,0,29,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
14788,ВРШАЦ,2018-09-21,0,0,38,9,0,1,0,0,4,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1
14789,ВРШАЦ,2018-09-22,0,0,70,14,0,1,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3
14790,ВРШАЦ,2018-09-23,0,0,65,19,0,0,0,0,2,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1
14791,ВРШАЦ,2018-09-24,0,0,17,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
14792,ВРШАЦ,2018-09-25,0,0,10,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14793,ВРШАЦ,2018-09-26,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
14794,ВРШАЦ,2018-09-27,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
14795,ВРШАЦ,2018-09-28,0,0,8,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14796,ВРШАЦ,2018-09-29,0,0,47,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2
14797,ВРШАЦ,2018-09-30,0,0,27,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
14798,ВРШАЦ,2018-10-01,0,0,26,6,0,0,0,0,4,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1
14799,ВРШАЦ,2018-10-02,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14800,ВРШАЦ,2018-10-03,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3
14801,ВРШАЦ,2018-10-04,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,21
14802,ВРШАЦ,2018-10-05,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
